County Code,District Code,School Code,Test Year,Subgroup ID,Total CAASPP Enrollment,Total Tested At Entity Level,Total Tested at Subgroup Level,Grade,Test Id,CAASPP Reported Enrollment,Students Tested,Mean Scale Score,Percentage Standard Exceeded,Percentage Standard Met,Percentage Standard Met and Above,Percentage Standard Nearly Met,Percentage Standard Not Met,Students with Scores,AcademicYear,AggregateLevel,CountyName,DistrictName,SchoolName,Ratio,MatchedDistrictName,Current Expense Per ADA
1,10017,112607,2015,31,190,175,139,11,1,91,64,2537.4,8,28,36,28,36,64,2016-17,S,Alameda,Alameda County Office of Education,Envision Academy for Arts & Technology,0.7695852534562212,Alameda Unified,10197.330058579582
1,10017,130401,2015,31,157,69,37,11,1,100,24,2421.9,0,0,0,9,91,22,2016-17,S,Alameda,Alameda County Office of Education,Alameda County Juvenile Hall/Court,1.0,Alameda Unified,10197.330058579582
1,10017,130419,2015,31,218,88,64,11,1,126,35,2452.7,0,5,5,20,75,20,2016-17,S,Alameda,Alameda County Office of Education,Alameda County Community,0.8397565922920892,Alameda Unified,10197.330058579582
1,31609,131755,2015,31,28,24,24,11,1,3,0,,,,,,,0,2016-17,S,Alameda,California School for the Blind (State Special Schl),California School for the Blind,1.0,Rim of the World Unified,9606.683118714192
1,31617,131763,2015,31,227,214,45,11,1,45,12,2359.7,0,0,0,0,100,9,2016-17,S,Alameda,California School for the Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,0.9776119402985075,Fremont Unified,8483.331582251558
1,61119,106401,2015,31,86,86,28,11,1,38,10,,,,,,,10,2016-17,S,Alameda,Alameda Unified,Alameda Science and Technology Institute,0.2677595628415301,Alameda Unified,10197.330058579582
1,61119,119222,2015,31,323,308,100,11,1,29,13,2585.4,33,17,50,25,25,12,2016-17,S,Alameda,Alameda Unified,Nea Community Learning Center,0.33756805807622503,Alameda Unified,10197.330058579582
1,61119,130229,2015,31,798,754,195,11,1,361,99,2602.6,24,32,56,31,13,98,2016-17,S,Alameda,Alameda Unified,Alameda High,0.22415669205658323,Alameda Unified,10197.330058579582
1,61119,130609,2015,31,298,283,43,11,1,53,7,,,,,,,7,2016-17,S,Alameda,Alameda Unified,Alameda Community Learning Center,0.2729591836734694,Alameda Unified,10197.330058579582
1,61119,130625,2015,31,88,59,54,11,1,56,31,2412.8,0,0,0,10,90,30,2016-17,S,Alameda,Alameda Unified,Alternatives in Action,0.9597989949748744,Alameda Unified,10197.330058579582
1,61119,134304,2015,31,90,55,37,11,1,69,22,2457.7,5,0,5,21,74,19,2016-17,S,Alameda,Alameda Unified,Island High (Continuation),0.48066298342541436,Alameda Unified,10197.330058579582
1,61127,130294,2015,31,13,10,6,11,1,12,5,,,,,,,4,2016-17,S,Alameda,Albany City Unified,MacGregor High (Continuation),,Albany City Unified,10529.919610715726
1,61127,130450,2015,31,600,539,65,11,1,289,31,2574.0,10,33,43,40,17,30,2016-17,S,Alameda,Albany City Unified,Albany High,0.20101351351351351,Albany City Unified,10529.919610715726
1,61143,122697,2015,31,155,144,110,11,1,75,54,2563.2,11,36,47,30,23,53,2016-17,S,Alameda,Berkeley Unified,REALM Charter High,0.6943699731903485,Berkeley Unified,13400.678672341412
1,61143,131177,2015,31,1640,1478,452,11,1,807,209,2537.7,10,28,38,26,36,159,2016-17,S,Alameda,Berkeley Unified,Berkeley High,0.30411046885035325,Berkeley Unified,13400.678672341412
1,61143,134924,2015,31,58,37,30,11,1,42,20,2404.2,0,0,0,12,88,17,2016-17,S,Alameda,Berkeley Unified,Berkeley Technology Academy,0.6435643564356436,Berkeley Unified,13400.678672341412
1,61150,132225,2015,31,1481,1272,266,11,1,705,109,2591.3,23,32,55,29,16,107,2016-17,S,Alameda,Castro Valley Unified,Castro Valley High,0.23685092127303184,Castro Valley Unified,8540.437795711423
1,61150,135533,2015,31,101,84,20,11,1,76,16,2457.4,0,0,0,19,81,16,2016-17,S,Alameda,Castro Valley Unified,Redwood Continuation High,0.4065934065934066,Castro Valley Unified,8540.437795711423
1,61168,132746,2015,31,100,85,56,11,1,56,32,2576.8,13,41,53,31,16,32,2016-17,S,Alameda,Emery Unified,Emery Secondary,0.6751269035532995,Emery Unified,14478.875523974255
1,61176,130062,2015,31,958,936,205,11,1,432,93,2601.9,24,38,61,22,17,93,2016-17,S,Alameda,Fremont Unified,American High,0.1919147045757441,Fremont Unified,8483.331582251558
1,61176,130138,2015,31,171,146,91,11,1,126,66,2467.3,2,11,12,28,60,65,2016-17,S,Alameda,Fremont Unified,Robertson High (Continuation),0.5817490494296578,Fremont Unified,8483.331582251558
1,61176,130435,2015,31,46,28,7,11,1,26,0,,,,,,,0,2016-17,S,Alameda,Fremont Unified,Vista Alternative,0.3157894736842105,Fremont Unified,8483.331582251558
1,61176,130534,2015,31,171,156,16,11,1,36,3,,,,,,,3,2016-17,S,Alameda,Fremont Unified,Circle of Independent Learning,0.236318407960199,Fremont Unified,8483.331582251558
1,61176,134270,2015,31,1074,993,164,11,1,550,80,2597.0,23,34,56,29,15,80,2016-17,S,Alameda,Fremont Unified,Irvington High,0.14285714285714285,Fremont Unified,8483.331582251558
1,61176,134452,2015,31,669,660,276,11,1,321,123,2598.2,23,32,54,27,19,123,2016-17,S,Alameda,Fremont Unified,John F. Kennedy High,0.42398884239888424,Fremont Unified,8483.331582251558
1,61176,135244,2015,31,1058,1030,39,11,1,552,21,2678.4,52,33,86,10,5,21,2016-17,S,Alameda,Fremont Unified,Mission San Jose High,0.045142296368989206,Fremont Unified,8483.331582251558
1,61176,138693,2015,31,834,776,208,11,1,403,79,2552.6,11,30,42,32,27,79,2016-17,S,Alameda,Fremont Unified,Washington High,0.29014227642276424,Fremont Unified,8483.331582251558
1,61192,108670,2015,31,238,236,153,11,1,118,78,2634.6,31,44,74,21,5,78,2016-17,S,Alameda,Hayward Unified,Leadership Public Schools - Hayward,0.7218430034129693,Hayward Unified,10733.984900239695
1,61192,113902,2015,31,235,234,177,11,1,111,79,2626.5,32,46,77,10,13,79,2016-17,S,Alameda,Hayward Unified,Impact Academy of Arts & Technology,0.6644295302013423,Hayward Unified,10733.984900239695
1,61192,127944,2015,31,69,68,36,11,1,15,5,,,,,,,3,2016-17,S,Alameda,Hayward Unified,Silver Oak High Public Montessori Charter,0.5707317073170731,Hayward Unified,10733.984900239695
1,61192,131334,2015,31,15,6,4,11,1,3,0,,,,,,,0,2016-17,S,Alameda,Hayward Unified,Highland,0.7307692307692307,Hayward Unified,10733.984900239695
1,61192,133009,2015,31,84,59,29,11,1,72,24,2395.4,0,0,0,0,100,19,2016-17,S,Alameda,Hayward Unified,Brenkwitz High,0.6057142857142858,Hayward Unified,10733.984900239695
1,61192,133629,2015,31,793,700,473,11,1,380,244,2564.9,9,34,44,36,20,229,2016-17,S,Alameda,Hayward Unified,Hayward High,0.7045589105979869,Hayward Unified,10733.984900239695
1,61192,135319,2015,31,975,910,581,11,1,445,263,2593.2,15,43,59,27,15,256,2016-17,S,Alameda,Hayward Unified,Mt. Eden High,0.6484040019056694,Hayward Unified,10733.984900239695
1,61192,138339,2015,31,696,567,421,11,1,329,195,2533.4,10,22,32,30,37,185,2016-17,S,Alameda,Hayward Unified,Tennyson High,0.7690851735015772,Hayward Unified,10733.984900239695
1,61200,130393,2015,31,94,60,8,11,1,38,0,,,,,,,0,2016-17,S,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,0.23651452282157676,Livermore Valley Joint Unified,9303.815626431859
1,61200,132670,2015,31,82,66,32,11,1,67,26,2485.5,0,4,4,35,62,26,2016-17,S,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,0.5664739884393064,Livermore Valley Joint Unified,9303.815626431859
1,61200,133397,2015,31,970,936,165,11,1,482,73,2594.3,21,38,59,26,15,73,2016-17,S,Alameda,Livermore Valley Joint Unified,Granada High,0.18608772707133364,Livermore Valley Joint Unified,9303.815626431859
1,61200,134536,2015,31,846,814,194,11,1,406,91,2565.2,8,30,38,40,23,88,2016-17,S,Alameda,Livermore Valley Joint Unified,Livermore High,0.23769190047644256,Livermore Valley Joint Unified,9303.815626431859
1,61234,130054,2015,31,872,851,407,11,1,460,218,2583.7,18,35,53,28,19,217,2016-17,S,Alameda,Newark Unified,Newark Memorial High,0.48173130972456435,Newark Unified,9707.485730269529
1,61234,130484,2015,31,29,19,13,11,1,22,10,,,,,,,9,2016-17,S,Alameda,Newark Unified,Crossroads High (Alternative),0.5,Newark Unified,9707.485730269529
1,61234,135426,2015,31,43,36,24,11,1,41,23,2453.8,0,0,0,33,67,21,2016-17,S,Alameda,Newark Unified,Bridgepoint High (Continuation),0.6637168141592921,Newark Unified,9707.485730269529
1,61242,110460,2015,31,59,47,32,11,1,57,31,2481.7,0,0,0,42,58,26,2016-17,S,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,0.6180257510729614,New Haven Unified,9518.938648930392
1,61242,110478,2015,31,7,5,3,11,1,3,1,,,,,,,0,2016-17,S,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,0.7222222222222222,New Haven Unified,9518.938648930392
1,61242,126763,2015,31,107,92,48,11,1,63,31,2534.0,3,27,30,40,30,30,2016-17,S,Alameda,New Haven Unified,Decoto School for Independent Study,0.5492957746478874,New Haven Unified,9518.938648930392
1,61242,134668,2015,31,1831,1773,794,11,1,883,358,2573.8,15,37,51,27,22,357,2016-17,S,Alameda,New Haven Unified,James Logan High,0.48929117797042326,New Haven Unified,9518.938648930392
1,61259,100065,2015,31,153,149,126,11,1,74,65,2623.3,22,52,74,15,11,65,2016-17,S,Alameda,Oakland Unified,Oakland Unity High,0.9022988505747126,Oakland Unified,11854.679545363655
1,61259,100701,2015,31,80,51,42,11,1,42,15,2436.5,0,0,0,25,75,4,2016-17,S,Alameda,Oakland Unified,MetWest High,0.7714285714285715,Oakland Unified,11854.679545363655
1,61259,106542,2015,31,13,2,2,11,1,6,2,,,,,,,0,2016-17,S,Alameda,Oakland Unified,Community Day High,0.9473684210526315,Oakland Unified,11854.679545363655
1,61259,106906,2015,31,186,184,165,11,1,25,22,2562.3,9,32,41,36,23,22,2016-17,S,Alameda,Oakland Unified,Bay Area Technology,0.9506172839506173,Oakland Unified,11854.679545363655
1,61259,108944,2015,31,157,124,108,11,1,70,55,2629.1,24,55,78,16,5,55,2016-17,S,Alameda,Oakland Unified,Lighthouse Community Charter High,0.8365019011406845,Oakland Unified,11854.679545363655
1,61259,110189,2015,31,153,96,87,11,1,58,46,2478.8,4,7,11,33,56,45,2016-17,S,Alameda,Oakland Unified,McClymonds High,0.8741721854304636,Oakland Unified,11854.679545363655
1,61259,111856,2015,31,81,75,54,11,1,35,23,2645.6,39,39,78,13,9,23,2016-17,S,Alameda,Oakland Unified,American Indian Public High,0.6788321167883211,Oakland Unified,11854.679545363655
1,61259,112797,2015,31,341,338,326,11,1,58,55,2556.9,9,35,44,33,24,55,2016-17,S,Alameda,Oakland Unified,Coliseum College Prep Academy,0.9565217391304348,Oakland Unified,11854.679545363655
1,61259,114868,2015,31,152,151,124,11,1,68,58,2688.3,59,34,93,7,0,58,2016-17,S,Alameda,Oakland Unified,Oakland Charter High,0.8752783964365256,Oakland Unified,11854.679545363655
1,61259,115238,2015,31,134,59,53,11,1,65,49,2509.8,4,17,22,33,46,46,2016-17,S,Alameda,Oakland Unified,ARISE High,0.9535714285714286,Oakland Unified,11854.679545363655
1,61259,115667,2015,31,210,159,145,11,1,106,60,2423.8,0,2,2,14,85,59,2016-17,S,Alameda,Oakland Unified,Oakland International High,0.8997821350762527,Oakland Unified,11854.679545363655
1,61259,118224,2015,31,420,406,355,11,1,72,62,2559.8,18,22,40,33,27,60,2016-17,S,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,0.9168081494057725,Oakland Unified,11854.679545363655
1,61259,118653,2015,31,56,40,36,11,1,56,32,2448.7,0,4,4,25,71,24,2016-17,S,Alameda,Oakland Unified,Ralph J. Bunche High,0.8734177215189873,Oakland Unified,11854.679545363655
1,61259,119859,2015,31,8,0,0,11,1,6,0,,,,,,,0,2016-17,S,Alameda,Oakland Unified,Gateway to College at Laney College,0.4528301886792453,Oakland Unified,11854.679545363655
1,61259,125161,2015,31,293,220,202,11,1,155,114,2488.1,2,14,15,30,55,110,2016-17,S,Alameda,Oakland Unified,Castlemont High,0.8631256384065373,Oakland Unified,11854.679545363655
1,61259,125716,2015,31,406,328,279,11,1,189,139,2481.1,1,13,14,31,55,130,2016-17,S,Alameda,Oakland Unified,Fremont High,0.8969957081545065,Oakland Unified,11854.679545363655
1,61259,126748,2015,31,160,151,148,11,1,87,79,2598.1,18,41,58,30,11,79,2016-17,S,Alameda,Oakland Unified,LPS Oakland R & D Campus,0.9595687331536388,Oakland Unified,11854.679545363655
1,61259,130146,2015,31,87,61,35,11,1,76,31,2405.3,0,0,0,3,97,29,2016-17,S,Alameda,Oakland Unified,Rudsdale Continuation,0.7992277992277992,Oakland Unified,11854.679545363655
1,61259,130179,2015,31,76,66,53,11,1,42,29,2488.3,0,11,11,29,61,28,2016-17,S,Alameda,Oakland Unified,Street Academy (Alternative),0.87248322147651,Oakland Unified,11854.679545363655
1,61259,130575,2015,31,327,313,291,11,1,69,63,2514.5,5,17,22,40,38,63,2016-17,S,Alameda,Oakland Unified,LIFE Academy,0.8845360824742268,Oakland Unified,11854.679545363655
1,61259,130617,2015,31,454,444,353,11,1,72,60,2586.0,20,28,48,32,20,60,2016-17,S,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",0.8488210818307905,Oakland Unified,11854.679545363655
1,61259,130666,2015,31,367,364,353,11,1,87,84,2613.3,22,46,68,20,12,81,2016-17,S,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,0.9342105263157895,Oakland Unified,11854.679545363655
1,61259,132688,2015,31,72,43,36,11,1,62,32,2424.8,0,0,0,0,100,13,2016-17,S,Alameda,Oakland Unified,Dewey Academy,0.8431372549019608,Oakland Unified,11854.679545363655
1,61259,135905,2015,31,792,656,572,11,1,378,272,2559.9,12,38,50,21,29,228,2016-17,S,Alameda,Oakland Unified,Oakland High,0.8711433756805808,Oakland Unified,11854.679545363655
1,61259,136051,2015,31,1039,971,547,11,1,506,253,2549.6,11,29,40,29,30,251,2016-17,S,Alameda,Oakland Unified,Oakland Technical High,0.46042471042471045,Oakland Unified,11854.679545363655
1,61259,137943,2015,31,862,698,584,11,1,375,224,2556.2,14,29,43,29,28,198,2016-17,S,Alameda,Oakland Unified,Skyline High,0.7693836978131213,Oakland Unified,11854.679545363655
1,61259,3030772,2015,31,551,506,68,11,1,90,18,2631.4,22,61,83,6,11,18,2016-17,S,Alameda,Oakland Unified,Oakland School for the Arts,0.1096938775510204,Oakland Unified,11854.679545363655
1,61259,6114011,2015,31,151,62,42,11,1,77,18,2540.0,10,10,20,60,20,10,2016-17,S,Alameda,Oakland Unified,"Independent Study, Sojourner Truth",0.75,Oakland Unified,11854.679545363655
1,61275,130286,2015,31,38,34,5,11,1,22,4,,,,,,,4,2016-17,S,Alameda,Piedmont City Unified,Millennium High Alternative,0.0,Piedmont City Unified,13330.133079283945
1,61275,136515,2015,31,390,368,5,11,1,178,4,,,,,,,4,2016-17,S,Alameda,Piedmont City Unified,Piedmont High,0.014669926650366748,Piedmont City Unified,13330.133079283945
1,61291,134528,2015,31,61,47,41,11,1,55,37,2401.8,0,0,0,11,89,36,2016-17,S,Alameda,San Leandro Unified,Lincoln High (Continuation),0.6932773109243697,San Leandro Unified,9319.963399994109
1,61291,137588,2015,31,1239,1190,854,11,1,622,405,2569.4,13,34,47,28,25,400,2016-17,S,Alameda,San Leandro Unified,San Leandro High,0.6138859369465108,San Leandro Unified,9319.963399994109
1,61309,111799,2015,31,89,82,51,11,1,30,15,2537.0,8,15,23,46,31,13,2016-17,S,Alameda,San Lorenzo Unified,East Bay Arts High,0.6564885496183206,San Lorenzo Unified,9956.782265783204
1,61309,114421,2015,31,256,253,78,11,1,123,40,2646.7,38,31,69,28,3,39,2016-17,S,Alameda,San Lorenzo Unified,KIPP King Collegiate High,0.6472545757071547,San Lorenzo Unified,9956.782265783204
1,61309,130849,2015,31,892,845,450,11,1,440,220,2544.0,15,29,44,20,35,198,2016-17,S,Alameda,San Lorenzo Unified,Arroyo High,0.5567685589519651,San Lorenzo Unified,9956.782265783204
1,61309,137745,2015,31,85,69,45,11,1,72,37,2456.5,0,6,6,17,78,18,2016-17,S,Alameda,San Lorenzo Unified,Royal Sunset (Continuation),0.676595744680851,San Lorenzo Unified,9956.782265783204
1,61309,137810,2015,31,673,605,454,11,1,312,196,2554.7,11,30,40,33,27,171,2016-17,S,Alameda,San Lorenzo Unified,San Lorenzo High,0.809555408095554,San Lorenzo Unified,9956.782265783204
1,75093,132704,2015,31,994,967,86,11,1,484,43,2609.9,21,49,70,16,14,43,2016-17,S,Alameda,Dublin Unified,Dublin High,0.09462112288967413,Dublin Unified,8606.238842787861
1,75093,138453,2015,31,45,38,11,11,1,35,9,,,,,,,9,2016-17,S,Alameda,Dublin Unified,Valley High (Continuation),0.33653846153846156,Dublin Unified,8606.238842787861
1,75101,130096,2015,31,1031,990,47,11,1,506,27,2606.9,19,31,50,38,12,26,2016-17,S,Alameda,Pleasanton Unified,Foothill High,0.06830601092896176,Pleasanton Unified,8795.219085449342
1,75101,130252,2015,31,74,61,21,11,1,41,12,2511.3,0,27,27,27,45,11,2016-17,S,Alameda,Pleasanton Unified,Village High,0.28289473684210525,Pleasanton Unified,8795.219085449342
1,75101,130583,2015,31,1270,1218,76,11,1,635,35,2630.1,37,26,63,29,9,35,2016-17,S,Alameda,Pleasanton Unified,Amador Valley High,0.06280014776505356,Pleasanton Unified,8795.219085449342
1,76653,120931,2015,31,226,214,22,11,1,95,10,,,,,,,10,2016-17,S,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter Preparatory High,0.20353982300884957,Livermore Valley Joint Unified,9303.815626431859
2,10025,230011,2015,31,5,4,2,11,1,3,2,,,,,,,2,2016-17,S,Alpine,Alpine County Office of Education,Alpine County Opportunity,,Alpine County Unified,32790.092412091304
3,10033,330035,2015,31,20,13,11,11,1,4,0,,,,,,,0,2016-17,S,Amador,Amador County Office of Education,County Community,0.7333333333333333,Alpine County Unified,32790.092412091304
3,10033,330068,2015,31,104,83,59,11,1,7,4,,,,,,,1,2016-17,S,Amador,Amador County Office of Education,Amador County Special Education,0.7025641025641025,Alpine County Unified,32790.092412091304
3,73981,330019,2015,31,48,33,23,11,1,30,8,,,,,,,6,2016-17,S,Amador,Amador County Unified,Independence High (Continuation),0.704225352112676,Amador County Unified,7598.36393115077
3,73981,330050,2015,31,80,16,7,11,1,38,2,,,,,,,2,2016-17,S,Amador,Amador County Unified,North Star Independent Study,0.5735294117647058,Amador County Unified,7598.36393115077
3,73981,330753,2015,31,293,283,77,11,1,141,35,2584.0,24,31,55,21,24,29,2016-17,S,Amador,Amador County Unified,Amador High,0.36834733893557425,Amador County Unified,7598.36393115077
3,73981,334755,2015,31,251,243,75,11,1,108,30,2539.2,7,28,34,31,34,29,2016-17,S,Amador,Amador County Unified,Argonaut High,0.38721804511278196,Amador County Unified,7598.36393115077
4,10041,114991,2015,31,412,382,141,11,1,64,28,2590.0,14,39,54,32,14,28,2016-17,S,Butte,Butte County Office of Education,CORE Butte Charter,0.4596069868995633,Alpine County Unified,32790.092412091304
4,10041,129817,2015,31,13,10,8,11,1,3,2,,,,,,,2,2016-17,S,Butte,Butte County Office of Education,Butte County Community School - LEAD,0.8571428571428571,Alpine County Unified,32790.092412091304
4,10041,430066,2015,31,28,24,22,11,1,17,15,2433.6,0,7,7,14,79,14,2016-17,S,Butte,Butte County Office of Education,Table Mountain,1.0,Alpine County Unified,32790.092412091304
4,10041,430090,2015,31,199,186,154,11,1,46,29,2594.4,18,39,57,32,11,28,2016-17,S,Butte,Butte County Office of Education,Learning Community Charter,0.7634408602150538,Alpine County Unified,32790.092412091304
4,10041,6069256,2015,31,13,13,8,11,1,1,1,,,,,,,1,2016-17,S,Butte,Butte County Office of Education,Butte County Special Education,0.851063829787234,Alpine County Unified,32790.092412091304
4,61408,430207,2015,31,6,3,0,11,1,1,0,,,,,,,0,2016-17,S,Butte,Biggs Unified,Biggs Secondary Community Day,0.0,Biggs Unified,10393.808530474304
4,61408,430827,2015,31,69,59,40,11,1,37,14,2530.5,0,45,45,9,45,11,2016-17,S,Butte,Biggs Unified,Biggs High,0.625,Biggs Unified,10393.808530474304
4,61424,111039,2015,31,43,23,17,11,1,15,4,,,,,,,4,2016-17,S,Butte,Chico Unified,Academy for Change,0.7213114754098361,Chico Unified,9480.883929347441
4,61424,120394,2015,31,210,204,56,11,1,100,31,2689.0,65,26,90,6,3,31,2016-17,S,Butte,Chico Unified,Inspire School of Arts and Sciences,0.32075471698113206,Chico Unified,9480.883929347441
4,61424,123976,2015,31,52,42,30,11,1,8,3,,,,,,,3,2016-17,S,Butte,Chico Unified,Center for Alternative Learning,0.6758104738154613,Chico Unified,9480.883929347441
4,61424,430199,2015,31,88,60,35,11,1,31,10,,,,,,,10,2016-17,S,Butte,Chico Unified,Oakdale,0.7285714285714285,Chico Unified,9480.883929347441
4,61424,431502,2015,31,161,119,86,11,1,93,46,2456.1,0,11,11,20,68,44,2016-17,S,Butte,Chico Unified,Fair View High (Continuation),0.7901639344262295,Chico Unified,9480.883929347441
4,61424,431676,2015,31,853,827,298,11,1,415,141,2601.9,21,42,62,22,16,141,2016-17,S,Butte,Chico Unified,Chico High,0.3790983606557377,Chico Unified,9480.883929347441
4,61424,437558,2015,31,847,792,274,11,1,422,129,2585.8,14,44,58,26,16,129,2016-17,S,Butte,Chico Unified,Pleasant Valley High,0.3667188315075639,Chico Unified,9480.883929347441
4,61432,433201,2015,31,150,145,51,11,1,66,27,2606.7,19,48,67,26,7,27,2016-17,S,Butte,Durham Unified,Durham High,0.3546325878594249,Durham Unified,8908.222572098679
4,61440,121509,2015,31,40,24,8,11,1,15,1,,,,,,,1,2016-17,S,Butte,Feather Falls Union Elementary,Ipakanni Early College Charter,0.5119047619047619,Feather Falls Union Elementary,36577.010934393635
4,61457,125252,2015,31,57,22,16,11,1,22,4,,,,,,,4,2016-17,S,Butte,Golden Feather Union Elementary,Pivot Charter School North Valley,0.621301775147929,Golden Feather Union Elementary,15564.9709825528
4,61515,430140,2015,31,15,6,6,11,1,12,3,,,,,,,1,2016-17,S,Butte,Oroville Union High,Oroville High Community Day,0.8888888888888888,Oroville Union High,10637.438342101257
4,61515,434803,2015,31,488,466,295,11,1,223,142,2569.1,11,35,46,33,21,141,2016-17,S,Butte,Oroville Union High,Las Plumas High,0.7350579839429081,Oroville Union High,10637.438342101257
4,61515,435602,2015,31,495,470,344,11,1,247,177,2582.5,19,31,50,30,20,177,2016-17,S,Butte,Oroville Union High,Oroville High,0.7956273764258555,Oroville Union High,10637.438342101257
4,61515,437566,2015,31,114,79,70,11,1,77,51,2455.0,2,8,10,20,69,49,2016-17,S,Butte,Oroville Union High,Prospect High (Continuation),0.8860103626943006,Oroville Union High,10637.438342101257
4,61531,121715,2015,31,35,30,18,11,1,24,13,2556.8,15,23,38,38,23,13,2016-17,S,Butte,Paradise Unified,Paradise eLearning Charter Academy,0.5903614457831325,Paradise Unified,10135.11044999861
4,61531,430108,2015,31,20,11,10,11,1,6,2,,,,,,,0,2016-17,S,Butte,Paradise Unified,Honey Run Academy Secondary,0.8863636363636364,Paradise Unified,10135.11044999861
4,61531,432856,2015,31,85,73,64,11,1,59,44,2456.9,2,5,7,20,73,41,2016-17,S,Butte,Paradise Unified,Ridgeview High (Continuation),0.808641975308642,Paradise Unified,10135.11044999861
4,61531,437350,2015,31,543,522,289,11,1,259,134,2564.6,12,37,49,25,26,127,2016-17,S,Butte,Paradise Unified,Paradise Senior High,0.5099818511796733,Paradise Unified,10135.11044999861
4,61531,6112585,2015,31,106,92,67,11,1,26,15,2542.5,7,29,36,29,36,14,2016-17,S,Butte,Paradise Unified,HomeTech Charter,0.7564102564102564,Paradise Unified,10135.11044999861
4,75507,433946,2015,31,8,8,5,11,1,8,5,,,,,,,4,2016-17,S,Butte,Gridley Unified,Esperanza High (Continuation),0.725,Gridley Unified,9199.975339953067
4,75507,433953,2015,31,320,310,231,11,1,168,121,2579.0,8,41,50,40,11,121,2016-17,S,Butte,Gridley Unified,Gridley High,0.5978260869565217,Gridley Unified,9199.975339953067
5,10058,530048,2015,31,26,19,15,11,1,3,0,,,,,,,0,2016-17,S,Calaveras,Calaveras County Office of Education,Calaveras River Academy,0.8421052631578947,Alpine County Unified,32790.092412091304
5,10058,530154,2015,31,329,312,161,11,1,51,26,2564.3,19,19,38,42,19,26,2016-17,S,Calaveras,Calaveras County Office of Education,Mountain Oaks,0.5172413793103449,Alpine County Unified,32790.092412091304
5,10058,6077150,2015,31,11,10,8,11,1,2,1,,,,,,,1,2016-17,S,Calaveras,Calaveras County Office of Education,Calaveras County Special Education (SELPA),0.0,Alpine County Unified,32790.092412091304
5,61556,530014,2015,31,15,13,6,11,1,11,3,,,,,,,3,2016-17,S,Calaveras,Bret Harte Union High,Vallecito Continuation High,0.6170212765957447,Bret Harte Union High,13510.313602723281
5,61556,530121,2015,31,16,12,3,11,1,10,2,,,,,,,2,2016-17,S,Calaveras,Bret Harte Union High,John Vierra High,0.0,Bret Harte Union High,13510.313602723281
5,61556,532507,2015,31,333,320,131,11,1,158,60,2540.5,7,28,35,30,35,60,2016-17,S,Calaveras,Bret Harte Union High,Bret Harte Union High,0.40778097982708933,Bret Harte Union High,13510.313602723281
5,61564,530022,2015,31,32,29,19,11,1,20,11,2467.9,0,0,0,40,60,10,2016-17,S,Calaveras,Calaveras Unified,Gold Strike High,0.8045977011494253,Calaveras Unified,8517.853278719533
5,61564,530055,2015,31,33,0,0,11,1,10,0,,,,,,,0,2016-17,S,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,0.5655737704918032,Calaveras Unified,8517.853278719533
5,61564,531509,2015,31,469,454,180,11,1,234,78,2571.1,13,37,50,27,23,78,2016-17,S,Calaveras,Calaveras Unified,Calaveras High,0.4915433403805497,Calaveras Unified,8517.853278719533
6,61598,630012,2015,31,18,13,9,11,1,10,3,,,,,,,2,2016-17,S,Colusa,Colusa Unified,Colusa Alternative High (Continuation),0.8,Colusa Unified,8709.466047426511
6,61598,630046,2015,31,58,22,13,11,1,26,6,,,,,,,3,2016-17,S,Colusa,Colusa Unified,Colusa Alternative Home,0.5555555555555556,Colusa Unified,8709.466047426511
6,61598,631259,2015,31,169,162,94,11,1,77,42,2594.4,12,46,59,27,15,41,2016-17,S,Colusa,Colusa Unified,Colusa High,0.5721153846153846,Colusa Unified,8709.466047426511
6,61606,634758,2015,31,84,79,29,11,1,29,9,,,,,,,9,2016-17,S,Colusa,Maxwell Unified,Maxwell Sr High,0.7477477477477478,Maxwell Unified,9758.976554139508
6,61614,630087,2015,31,5,4,3,11,1,5,3,,,,,,,3,2016-17,S,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation),0.7058823529411765,Pierce Joint Unified,8378.596896722405
6,61614,635250,2015,31,228,211,142,11,1,122,69,2566.1,17,28,45,28,28,69,2016-17,S,Colusa,Pierce Joint Unified,Pierce High,0.6747787610619469,Pierce Joint Unified,8378.596896722405
6,61622,630038,2015,31,16,10,7,11,1,11,4,,,,,,,4,2016-17,S,Colusa,Williams Unified,Mid Valley High (Continuation),0.7777777777777778,Williams Unified,8247.312629799193
6,61622,637504,2015,31,369,344,286,11,1,85,65,2572.0,11,40,51,30,19,63,2016-17,S,Colusa,Williams Unified,Williams Junior/Senior High,0.8832752613240418,Williams Unified,8247.312629799193
